State,County,Life Expectancy
Louisiana,"Livingston Parish, LA",73.6
Louisiana,"Livingston Parish, LA",73.3
Louisiana,"Livingston Parish, LA",74.9
Louisiana,"Livingston Parish, LA",75.0
Louisiana,"Livingston Parish, LA",79.4
Louisiana,"Livingston Parish, LA",77.2
Louisiana,"Livingston Parish, LA",75.6
Louisiana,"Pointe Coupee Parish, LA",75.2
Louisiana,"Pointe Coupee Parish, LA",81.1
Louisiana,"Pointe Coupee Parish, LA",78.3
Louisiana,"Pointe Coupee Parish, LA",76.0
Louisiana,"Pointe Coupee Parish, LA",71.0
Louisiana,"Pointe Coupee Parish, LA",80.0
Louisiana,"St. Helena Parish, LA",77.3
Louisiana,"St. Helena Parish, LA",72.2
Louisiana,"West Baton Rouge Parish, LA",74.8
Louisiana,"West Baton Rouge Parish, LA",74.4
Louisiana,"West Baton Rouge Parish, LA",76.0
Louisiana,"West Baton Rouge Parish, LA",79.3
Louisiana,"West Baton Rouge Parish, LA",78.6
Louisiana,"West Feliciana Parish, LA",73.5
Louisiana,"West Feliciana Parish, LA",80.8
Pennsylvania,"Allegheny County, PA",69.6
Pennsylvania,"Allegheny County, PA",72.9
Pennsylvania,"Allegheny County, PA",67.6
Pennsylvania,"Allegheny County, PA",72.3
Pennsylvania,"Allegheny County, PA",67.0
Pennsylvania,"Allegheny County, PA",77.0
Pennsylvania,"Allegheny County, PA",74.7
Pennsylvania,"Allegheny County, PA",81.3
Pennsylvania,"Allegheny County, PA",81.3
Pennsylvania,"Allegheny County, PA",81.3
Pennsylvania,"Allegheny County, PA",79.6
Pennsylvania,"Allegheny County, PA",79.4
Pennsylvania,"Allegheny County, PA",81.3
Pennsylvania,"Allegheny County, PA",78.5
Pennsylvania,"Allegheny County, PA",79.4
Pennsylvania,"Allegheny County, PA",76.9
Pennsylvania,"Allegheny County, PA",73.4
Pennsylvania,"Allegheny County, PA",74.8
Pennsylvania,"Allegheny County, PA",75.5
Pennsylvania,"Allegheny County, PA",78.2
Pennsylvania,"Allegheny County, PA",72.0
Pennsylvania,"Allegheny County, PA",71.1
Pennsylvania,"Allegheny County, PA",79.1
Pennsylvania,"Allegheny County, PA",85.8
Pennsylvania,"Allegheny County, PA",83.7
Pennsylvania,"Allegheny County, PA",72.3
Pennsylvania,"Allegheny County, PA",72.4
Pennsylvania,"Allegheny County, PA",71.9
Pennsylvania,"Allegheny County, PA",72.9
Pennsylvania,"Allegheny County, PA",75.1
Pennsylvania,"Allegheny County, PA",62.0
Pennsylvania,"Allegheny County, PA",66.9
Pennsylvania,"Allegheny County, PA",74.0
Pennsylvania,"Allegheny County, PA",68.0
Pennsylvania,"Allegheny County, PA",67.4
Pennsylvania,"Allegheny County, PA",69.3
Pennsylvania,"Allegheny County, PA",81.5
Pennsylvania,"Allegheny County, PA",84.3
Pennsylvania,"Allegheny County, PA",85.8
Pennsylvania,"Allegheny County, PA",77.7
Pennsylvania,"Allegheny County, PA",82.1
Pennsylvania,"Allegheny County, PA",86.0
Pennsylvania,"Allegheny County, PA",84.7
Pennsylvania,"Allegheny County, PA",80.3
Pennsylvania,"Allegheny County, PA",81.8
Pennsylvania,"Allegheny County, PA",82.2
Pennsylvania,"Allegheny County, PA",76.2
Pennsylvania,"Allegheny County, PA",80.9
Pennsylvania,"Allegheny County, PA",75.2
Pennsylvania,"Allegheny County, PA",80.2
Pennsylvania,"Allegheny County, PA",76.6
Pennsylvania,"Allegheny County, PA",75.0
Pennsylvania,"Allegheny County, PA",76.1
Pennsylvania,"Allegheny County, PA",80.4
Pennsylvania,"Allegheny County, PA",73.6
Pennsylvania,"Allegheny County, PA",77.0
Pennsylvania,"Allegheny County, PA",75.0
Pennsylvania,"Allegheny County, PA",75.7
Pennsylvania,"Allegheny County, PA",74.5
Pennsylvania,"Allegheny County, PA",81.1
Pennsylvania,"Allegheny County, PA",75.4
Pennsylvania,"Allegheny County, PA",73.8
Pennsylvania,"Allegheny County, PA",72.6
Pennsylvania,"Allegheny County, PA",69.9
Pennsylvania,"Allegheny County, PA",76.5
Pennsylvania,"Allegheny County, PA",75.7
Pennsylvania,"Allegheny County, PA",78.6
Pennsylvania,"Allegheny County, PA",75.8
Pennsylvania,"Allegheny County, PA",68.8
Pennsylvania,"Allegheny County, PA",77.6
Pennsylvania,"Allegheny County, PA",67.1
Pennsylvania,"Allegheny County, PA",67.4
Pennsylvania,"Allegheny County, PA",69.7
Pennsylvania,"Allegheny County, PA",74.0
Pennsylvania,"Allegheny County, PA",75.8
Pennsylvania,"Allegheny County, PA",72.7
Pennsylvania,"Allegheny County, PA",78.0
Pennsylvania,"Allegheny County, PA",70.7
Pennsylvania,"Allegheny County, PA",73.7
Pennsylvania,"Allegheny County, PA",74.5
Pennsylvania,"Allegheny County, PA",72.5
Pennsylvania,"Allegheny County, PA",71.8
Pennsylvania,"Allegheny County, PA",71.1
Pennsylvania,"Allegheny County, PA",71.8
Pennsylvania,"Allegheny County, PA",78.2
Pennsylvania,"Allegheny County, PA",74.6
Pennsylvania,"Allegheny County, PA",76.4
Pennsylvania,"Allegheny County, PA",77.1
Pennsylvania,"Allegheny County, PA",74.6
Pennsylvania,"Allegheny County, PA",75.6
Pennsylvania,"Allegheny County, PA",73.8
Pennsylvania,"Allegheny County, PA",78.8
Pennsylvania,"Allegheny County, PA",77.2
Pennsylvania,"Allegheny County, PA",73.6
Pennsylvania,"Allegheny County, PA",73.4
Pennsylvania,"Allegheny County, PA",78.2
Pennsylvania,"Allegheny County, PA",79.9
Pennsylvania,"Allegheny County, PA",78.3
Pennsylvania,"Allegheny County, PA",82.0
Pennsylvania,"Allegheny County, PA",79.4
Pennsylvania,"Allegheny County, PA",78.7
Pennsylvania,"Allegheny County, PA",81.3
Pennsylvania,"Allegheny County, PA",79.4
Pennsylvania,"Allegheny County, PA",79.4
Pennsylvania,"Allegheny County, PA",82.0
Pennsylvania,"Allegheny County, PA",82.7
Pennsylvania,"Allegheny County, PA",82.1
Pennsylvania,"Allegheny County, PA",84.6
Pennsylvania,"Allegheny County, PA",81.2
Pennsylvania,"Allegheny County, PA",81.1
Pennsylvania,"Allegheny County, PA",83.3
Pennsylvania,"Allegheny County, PA",80.3
Pennsylvania,"Allegheny County, PA",82.1
Pennsylvania,"Allegheny County, PA",84.0
Pennsylvania,"Allegheny County, PA",79.7
Pennsylvania,"Allegheny County, PA",79.2
Pennsylvania,"Allegheny County, PA",83.2
Pennsylvania,"Allegheny County, PA",78.8
Pennsylvania,"Allegheny County, PA",74.8
Pennsylvania,"Allegheny County, PA",72.1
Pennsylvania,"Allegheny County, PA",79.0
Pennsylvania,"Allegheny County, PA",77.4
Pennsylvania,"Allegheny County, PA",75.9
Pennsylvania,"Allegheny County, PA",80.7
Pennsylvania,"Allegheny County, PA",83.1
Pennsylvania,"Allegheny County, PA",83.9
Pennsylvania,"Allegheny County, PA",79.8
Pennsylvania,"Allegheny County, PA",72.5
Pennsylvania,"Allegheny County, PA",81.4
Pennsylvania,"Allegheny County, PA",80.3
Pennsylvania,"Allegheny County, PA",74.6
Pennsylvania,"Allegheny County, PA",84.0
Pennsylvania,"Allegheny County, PA",76.5
Pennsylvania,"Allegheny County, PA",82.1
Pennsylvania,"Allegheny County, PA",78.2
Pennsylvania,"Allegheny County, PA",76.6
Pennsylvania,"Allegheny County, PA",78.5
Pennsylvania,"Allegheny County, PA",79.4
Pennsylvania,"Allegheny County, PA",81.0
Pennsylvania,"Allegheny County, PA",81.1
Pennsylvania,"Allegheny County, PA",78.7
Pennsylvania,"Allegheny County, PA",82.4
Pennsylvania,"Allegheny County, PA",77.7
Pennsylvania,"Allegheny County, PA",78.8
Pennsylvania,"Allegheny County, PA",77.2
Pennsylvania,"Allegheny County, PA",78.5
Pennsylvania,"Allegheny County, PA",76.3
Pennsylvania,"Allegheny County, PA",77.9
Pennsylvania,"Allegheny County, PA",78.3
Pennsylvania,"Allegheny County, PA",73.5
Pennsylvania,"Allegheny County, PA",77.7
Pennsylvania,"Allegheny County, PA",79.6
Pennsylvania,"Allegheny County, PA",78.2
Pennsylvania,"Allegheny County, PA",77.7
Pennsylvania,"Allegheny County, PA",80.0
Pennsylvania,"Allegheny County, PA",81.8
Pennsylvania,"Allegheny County, PA",82.8
Pennsylvania,"Allegheny County, PA",79.0
Pennsylvania,"Allegheny County, PA",80.3
Pennsylvania,"Allegheny County, PA",77.7
Pennsylvania,"Allegheny County, PA",77.7
Pennsylvania,"Allegheny County, PA",74.4
Pennsylvania,"Allegheny County, PA",79.8
Pennsylvania,"Allegheny County, PA",79.3
Pennsylvania,"Allegheny County, PA",83.1
Pennsylvania,"Allegheny County, PA",77.3
Pennsylvania,"Allegheny County, PA",80.5
Pennsylvania,"Allegheny County, PA",78.9
Pennsylvania,"Allegheny County, PA",78.0
Pennsylvania,"Allegheny County, PA",82.0
Pennsylvania,"Allegheny County, PA",81.2
Pennsylvania,"Allegheny County, PA",76.7
Pennsylvania,"Allegheny County, PA",82.7
Pennsylvania,"Allegheny County, PA",79.6
Pennsylvania,"Allegheny County, PA",73.8
Pennsylvania,"Allegheny County, PA",75.5
Pennsylvania,"Allegheny County, PA",79.3
Pennsylvania,"Allegheny County, PA",79.7
Pennsylvania,"Allegheny County, PA",80.4
Pennsylvania,"Allegheny County, PA",79.5
Pennsylvania,"Allegheny County, PA",78.4
Pennsylvania,"Allegheny County, PA",77.0
Pennsylvania,"Allegheny County, PA",74.3
Pennsylvania,"Allegheny County, PA",74.6
Pennsylvania,"Allegheny County, PA",71.9
Pennsylvania,"Allegheny County, PA",71.8
Pennsylvania,"Allegheny County, PA",79.5
Pennsylvania,"Allegheny County, PA",66.2
Pennsylvania,"Allegheny County, PA",74.8
Pennsylvania,"Allegheny County, PA",78.1
Pennsylvania,"Allegheny County, PA",78.1
Pennsylvania,"Allegheny County, PA",71.5
Pennsylvania,"Allegheny County, PA",77.6
Pennsylvania,"Allegheny County, PA",81.3
Pennsylvania,"Allegheny County, PA",77.3
Pennsylvania,"Allegheny County, PA",82.2
Pennsylvania,"Allegheny County, PA",81.3
Pennsylvania,"Allegheny County, PA",80.0
Pennsylvania,"Allegheny County, PA",75.9
Pennsylvania,"Allegheny County, PA",75.4
Pennsylvania,"Allegheny County, PA",78.0
Pennsylvania,"Allegheny County, PA",76.0
Pennsylvania,"Allegheny County, PA",78.7
Pennsylvania,"Allegheny County, PA",80.3
Pennsylvania,"Allegheny County, PA",83.1
Pennsylvania,"Allegheny County, PA",80.4
Pennsylvania,"Allegheny County, PA",80.9
Pennsylvania,"Allegheny County, PA",82.8
Pennsylvania,"Allegheny County, PA",81.9
Pennsylvania,"Allegheny County, PA",81.5
Pennsylvania,"Allegheny County, PA",80.9
Pennsylvania,"Allegheny County, PA",78.9
Pennsylvania,"Allegheny County, PA",81.6
Pennsylvania,"Allegheny County, PA",82.3
Pennsylvania,"Allegheny County, PA",81.6
Pennsylvania,"Allegheny County, PA",81.5
Pennsylvania,"Allegheny County, PA",76.2
Pennsylvania,"Allegheny County, PA",80.9
Pennsylvania,"Allegheny County, PA",81.0
Pennsylvania,"Allegheny County, PA",80.3
Pennsylvania,"Allegheny County, PA",79.3
Pennsylvania,"Allegheny County, PA",82.2
Pennsylvania,"Allegheny County, PA",79.5
Pennsylvania,"Allegheny County, PA",78.5
Pennsylvania,"Allegheny County, PA",78.3
Pennsylvania,"Allegheny County, PA",77.7
Pennsylvania,"Allegheny County, PA",80.0
Pennsylvania,"Allegheny County, PA",82.5
Pennsylvania,"Allegheny County, PA",79.8
Pennsylvania,"Allegheny County, PA",76.5
Pennsylvania,"Allegheny County, PA",78.7
Pennsylvania,"Allegheny County, PA",78.3
Pennsylvania,"Allegheny County, PA",75.6
Pennsylvania,"Allegheny County, PA",80.9
Pennsylvania,"Allegheny County, PA",80.1
Pennsylvania,"Allegheny County, PA",77.4
Pennsylvania,"Allegheny County, PA",79.4
Pennsylvania,"Allegheny County, PA",66.7
Pennsylvania,"Allegheny County, PA",78.3
Pennsylvania,"Allegheny County, PA",74.1
Pennsylvania,"Allegheny County, PA",74.5
Pennsylvania,"Allegheny County, PA",76.5
Pennsylvania,"Allegheny County, PA",74.4
Pennsylvania,"Allegheny County, PA",71.5
Pennsylvania,"Allegheny County, PA",71.4
Pennsylvania,"Allegheny County, PA",71.2
Pennsylvania,"Allegheny County, PA",70.6
Pennsylvania,"Allegheny County, PA",77.9
Pennsylvania,"Allegheny County, PA",76.8
Pennsylvania,"Allegheny County, PA",75.8
Pennsylvania,"Allegheny County, PA",81.7
Pennsylvania,"Allegheny County, PA",80.7
Pennsylvania,"Allegheny County, PA",77.1
Pennsylvania,"Allegheny County, PA",81.3
Pennsylvania,"Allegheny County, PA",79.5
Pennsylvania,"Allegheny County, PA",77.9
Pennsylvania,"Allegheny County, PA",80.8
Pennsylvania,"Allegheny County, PA",81.5
Pennsylvania,"Allegheny County, PA",81.2
Pennsylvania,"Allegheny County, PA",77.9
Pennsylvania,"Allegheny County, PA",70.7
Pennsylvania,"Allegheny County, PA",73.5
Pennsylvania,"Allegheny County, PA",73.0
Pennsylvania,"Allegheny County, PA",78.7
Pennsylvania,"Allegheny County, PA",80.6
Pennsylvania,"Allegheny County, PA",79.4
Pennsylvania,"Allegheny County, PA",78.5
Pennsylvania,"Allegheny County, PA",81.0
Pennsylvania,"Allegheny County, PA",74.8
Pennsylvania,"Allegheny County, PA",76.6
Pennsylvania,"Allegheny County, PA",75.3
Pennsylvania,"Allegheny County, PA",73.4
Pennsylvania,"Allegheny County, PA",77.3
Pennsylvania,"Allegheny County, PA",76.6
Pennsylvania,"Allegheny County, PA",79.1
Pennsylvania,"Allegheny County, PA",76.0
Pennsylvania,"Allegheny County, PA",75.9
Pennsylvania,"Allegheny County, PA",72.3
Pennsylvania,"Allegheny County, PA",75.8
Pennsylvania,"Allegheny County, PA",71.9
Pennsylvania,"Allegheny County, PA",74.2
Pennsylvania,"Allegheny County, PA",71.2
Pennsylvania,"Allegheny County, PA",70.6
Pennsylvania,"Allegheny County, PA",73.9
Pennsylvania,"Allegheny County, PA",75.2
Pennsylvania,"Allegheny County, PA",71.2
Pennsylvania,"Allegheny County, PA",76.5
Pennsylvania,"Allegheny County, PA",77.3
Pennsylvania,"Allegheny County, PA",79.1
Pennsylvania,"Allegheny County, PA",82.5
Pennsylvania,"Allegheny County, PA",82.5
Pennsylvania,"Allegheny County, PA",78.6
Pennsylvania,"Allegheny County, PA",78.6
Pennsylvania,"Allegheny County, PA",80.5
Pennsylvania,"Allegheny County, PA",80.2
Pennsylvania,"Allegheny County, PA",76.4
Pennsylvania,"Allegheny County, PA",78.8
Pennsylvania,"Allegheny County, PA",79.1
Pennsylvania,"Allegheny County, PA",80.5
Pennsylvania,"Allegheny County, PA",77.6
Pennsylvania,"Allegheny County, PA",78.4
Pennsylvania,"Allegheny County, PA",83.7
Pennsylvania,"Allegheny County, PA",80.8
Pennsylvania,"Allegheny County, PA",74.0
Pennsylvania,"Allegheny County, PA",71.6
Pennsylvania,"Allegheny County, PA",77.1
Pennsylvania,"Allegheny County, PA",80.3
Pennsylvania,"Allegheny County, PA",75.2
Pennsylvania,"Allegheny County, PA",76.1
Pennsylvania,"Allegheny County, PA",74.7
Pennsylvania,"Allegheny County, PA",77.6
Pennsylvania,"Allegheny County, PA",80.4
Pennsylvania,"Allegheny County, PA",75.8
Pennsylvania,"Allegheny County, PA",77.1
Pennsylvania,"Allegheny County, PA",75.8
Pennsylvania,"Allegheny County, PA",79.9
Pennsylvania,"Allegheny County, PA",78.3
Pennsylvania,"Allegheny County, PA",77.4
Pennsylvania,"Allegheny County, PA",80.8
Pennsylvania,"Allegheny County, PA",80.0
Pennsylvania,"Allegheny County, PA",81.1
Pennsylvania,"Allegheny County, PA",80.6
Pennsylvania,"Allegheny County, PA",80.2
Pennsylvania,"Allegheny County, PA",81.5
Pennsylvania,"Allegheny County, PA",69.1
Pennsylvania,"Allegheny County, PA",77.1
Pennsylvania,"Allegheny County, PA",77.8
Pennsylvania,"Allegheny County, PA",73.0
Pennsylvania,"Allegheny County, PA",70.6
Pennsylvania,"Allegheny County, PA",72.7
Pennsylvania,"Allegheny County, PA",70.1
Pennsylvania,"Allegheny County, PA",72.8
Pennsylvania,"Allegheny County, PA",70.1
Pennsylvania,"Allegheny County, PA",77.0
Pennsylvania,"Allegheny County, PA",72.1
Pennsylvania,"Allegheny County, PA",67.3
Pennsylvania,"Allegheny County, PA",75.6
Pennsylvania,"Allegheny County, PA",78.4
Pennsylvania,"Allegheny County, PA",69.5
Pennsylvania,"Allegheny County, PA",72.5
Pennsylvania,"Allegheny County, PA",71.9
Pennsylvania,"Allegheny County, PA",71.7
Pennsylvania,"Allegheny County, PA",73.1
Pennsylvania,"Allegheny County, PA",73.1
Pennsylvania,"Allegheny County, PA",71.2
Pennsylvania,"Allegheny County, PA",77.8
Pennsylvania,"Allegheny County, PA",74.0
Pennsylvania,"Allegheny County, PA",77.1
Pennsylvania,"Allegheny County, PA",75.7
Pennsylvania,"Allegheny County, PA",80.5
Pennsylvania,"Allegheny County, PA",82.4
Pennsylvania,"Allegheny County, PA",81.6
Pennsylvania,"Allegheny County, PA",77.5
Pennsylvania,"Allegheny County, PA",77.1
Pennsylvania,"Allegheny County, PA",79.4
Pennsylvania,"Allegheny County, PA",75.4
Pennsylvania,"Allegheny County, PA",78.9
Pennsylvania,"Beaver County, PA",76.7
Pennsylvania,"Beaver County, PA",75.6
Pennsylvania,"Beaver County, PA",81.7
Pennsylvania,"Beaver County, PA",80.6
Pennsylvania,"Beaver County, PA",75.8
Pennsylvania,"Beaver County, PA",65.6
Pennsylvania,"Beaver County, PA",72.7
Pennsylvania,"Beaver County, PA",78.4
Pennsylvania,"Beaver County, PA",75.9
Pennsylvania,"Beaver County, PA",76.2
Pennsylvania,"Beaver County, PA",79.0
Pennsylvania,"Beaver County, PA",73.2
Pennsylvania,"Beaver County, PA",83.1
Pennsylvania,"Beaver County, PA",81.4
Pennsylvania,"Beaver County, PA",77.1
Pennsylvania,"Beaver County, PA",81.6
Pennsylvania,"Beaver County, PA",75.0
Pennsylvania,"Beaver County, PA",78.8
Pennsylvania,"Beaver County, PA",74.3
Pennsylvania,"Beaver County, PA",78.6
Pennsylvania,"Beaver County, PA",76.8
Pennsylvania,"Beaver County, PA",80.5
Pennsylvania,"Beaver County, PA",78.9
Pennsylvania,"Beaver County, PA",75.6
Pennsylvania,"Beaver County, PA",73.6
Pennsylvania,"Beaver County, PA",77.6
Pennsylvania,"Beaver County, PA",78.8
Pennsylvania,"Beaver County, PA",82.0
Pennsylvania,"Beaver County, PA",81.7
Pennsylvania,"Beaver County, PA",79.0
Pennsylvania,"Beaver County, PA",77.6
Pennsylvania,"Beaver County, PA",74.7
Pennsylvania,"Beaver County, PA",76.9
Pennsylvania,"Beaver County, PA",73.5
Pennsylvania,"Beaver County, PA",73.1
Pennsylvania,"Beaver County, PA",76.5
Pennsylvania,"Beaver County, PA",73.9
Pennsylvania,"Beaver County, PA",80.5
Pennsylvania,"Beaver County, PA",75.4
Pennsylvania,"Beaver County, PA",80.5
Pennsylvania,"Beaver County, PA",76.1
Pennsylvania,"Beaver County, PA",78.7
Pennsylvania,"Beaver County, PA",82.6
Pennsylvania,"Beaver County, PA",76.4
Pennsylvania,"Beaver County, PA",80.7
Pennsylvania,"Beaver County, PA",72.9
Pennsylvania,"Beaver County, PA",81.7
Pennsylvania,"Beaver County, PA",78.8
Pennsylvania,"Beaver County, PA",66.6
Pennsylvania,"Beaver County, PA",77.3
Pennsylvania,"Butler County, PA",79.6
Pennsylvania,"Butler County, PA",79.2
Pennsylvania,"Butler County, PA",70.6
Pennsylvania,"Butler County, PA",66.9
Pennsylvania,"Butler County, PA",73.9
Pennsylvania,"Butler County, PA",75.8
Pennsylvania,"Butler County, PA",74.7
Pennsylvania,"Butler County, PA",78.0
Pennsylvania,"Butler County, PA",80.1
Pennsylvania,"Butler County, PA",79.4
Pennsylvania,"Butler County, PA",84.1
Pennsylvania,"Butler County, PA",79.0
Pennsylvania,"Butler County, PA",77.1
Pennsylvania,"Butler County, PA",78.1
Pennsylvania,"Butler County, PA",78.7
Pennsylvania,"Butler County, PA",85.0
Pennsylvania,"Butler County, PA",75.5
Pennsylvania,"Butler County, PA",80.2
Pennsylvania,"Butler County, PA",80.2
Pennsylvania,"Butler County, PA",80.5
Pennsylvania,"Butler County, PA",80.4
Pennsylvania,"Butler County, PA",80.1
Pennsylvania,"Butler County, PA",76.9
Pennsylvania,"Butler County, PA",78.4
Pennsylvania,"Butler County, PA",80.6
Pennsylvania,"Butler County, PA",78.3
Pennsylvania,"Butler County, PA",78.7
Pennsylvania,"Butler County, PA",81.6
Pennsylvania,"Butler County, PA",79.3
Pennsylvania,"Butler County, PA",78.9
Pennsylvania,"Butler County, PA",77.4
Pennsylvania,"Butler County, PA",80.0
Pennsylvania,"Butler County, PA",82.3
Pennsylvania,"Butler County, PA",83.2
Pennsylvania,"Butler County, PA",77.8
Pennsylvania,"Butler County, PA",80.1
Pennsylvania,"Butler County, PA",80.3
Pennsylvania,"Butler County, PA",79.7
Pennsylvania,"Butler County, PA",79.7
Pennsylvania,"Butler County, PA",81.2
Pennsylvania,"Butler County, PA",80.3
Pennsylvania,"Butler County, PA",80.5
Pennsylvania,"Butler County, PA",79.0
Pennsylvania,"Washington County, PA",69.0
Pennsylvania,"Washington County, PA",80.2
Pennsylvania,"Washington County, PA",74.8
Pennsylvania,"Washington County, PA",76.7
Pennsylvania,"Washington County, PA",74.5
Pennsylvania,"Washington County, PA",76.7
Pennsylvania,"Washington County, PA",79.5
Pennsylvania,"Washington County, PA",79.2
Pennsylvania,"Washington County, PA",78.3
Pennsylvania,"Washington County, PA",80.7
Pennsylvania,"Washington County, PA",77.4
Pennsylvania,"Washington County, PA",79.6
Pennsylvania,"Washington County, PA",77.4
Pennsylvania,"Washington County, PA",73.5
Pennsylvania,"Washington County, PA",75.6
Pennsylvania,"Washington County, PA",77.7
Pennsylvania,"Washington County, PA",76.8
Pennsylvania,"Washington County, PA",80.3
Pennsylvania,"Washington County, PA",79.2
Pennsylvania,"Washington County, PA",81.4
Pennsylvania,"Washington County, PA",81.7
Pennsylvania,"Washington County, PA",81.5
Pennsylvania,"Washington County, PA",79.4
Pennsylvania,"Washington County, PA",74.9
Pennsylvania,"Washington County, PA",73.6
Pennsylvania,"Washington County, PA",77.6
Pennsylvania,"Washington County, PA",80.0
Pennsylvania,"Washington County, PA",73.9
Pennsylvania,"Washington County, PA",71.3
Pennsylvania,"Washington County, PA",70.2
Pennsylvania,"Washington County, PA",76.3
Pennsylvania,"Washington County, PA",77.0
Pennsylvania,"Washington County, PA",77.6
Pennsylvania,"Washington County, PA",79.9
Pennsylvania,"Washington County, PA",75.0
Pennsylvania,"Washington County, PA",78.3
Pennsylvania,"Washington County, PA",74.1
Pennsylvania,"Washington County, PA",77.7
Pennsylvania,"Washington County, PA",75.3
Pennsylvania,"Washington County, PA",79.0
Pennsylvania,"Washington County, PA",77.5
Pennsylvania,"Washington County, PA",77.1
Pennsylvania,"Washington County, PA",75.2
Pennsylvania,"Washington County, PA",76.0
Pennsylvania,"Washington County, PA",79.8
Pennsylvania,"Washington County, PA",69.8
Pennsylvania,"Washington County, PA",74.9
Pennsylvania,"Washington County, PA",77.4
Pennsylvania,"Washington County, PA",73.4
Pennsylvania,"Washington County, PA",69.1
Pennsylvania,"Washington County, PA",81.6
Pennsylvania,"Washington County, PA",77.3
Pennsylvania,"Washington County, PA",78.9
Pennsylvania,"Washington County, PA",81.6
Pennsylvania,"Washington County, PA",82.6
Pennsylvania,"Washington County, PA",76.4
Pennsylvania,"Washington County, PA",76.8
Pennsylvania,"Westmoreland County, PA",68.9
Pennsylvania,"Westmoreland County, PA",75.9
Pennsylvania,"Westmoreland County, PA",75.5
Pennsylvania,"Westmoreland County, PA",74.8
Pennsylvania,"Westmoreland County, PA",79.0
Pennsylvania,"Westmoreland County, PA",73.1
Pennsylvania,"Westmoreland County, PA",72.0
Pennsylvania,"Westmoreland County, PA",77.8
Pennsylvania,"Westmoreland County, PA",76.3
Pennsylvania,"Westmoreland County, PA",78.8
Pennsylvania,"Westmoreland County, PA",78.6
Pennsylvania,"Westmoreland County, PA",77.7
Pennsylvania,"Westmoreland County, PA",78.1
Pennsylvania,"Westmoreland County, PA",78.4
Pennsylvania,"Westmoreland County, PA",75.4
Pennsylvania,"Westmoreland County, PA",80.9
Pennsylvania,"Westmoreland County, PA",69.7
Pennsylvania,"Westmoreland County, PA",80.8
Pennsylvania,"Westmoreland County, PA",79.1
Pennsylvania,"Westmoreland County, PA",79.3
Pennsylvania,"Westmoreland County, PA",82.9
Pennsylvania,"Westmoreland County, PA",81.4
Pennsylvania,"Westmoreland County, PA",79.1
Pennsylvania,"Westmoreland County, PA",84.4
Pennsylvania,"Westmoreland County, PA",83.7
Pennsylvania,"Westmoreland County, PA",84.1
Pennsylvania,"Westmoreland County, PA",78.0
Pennsylvania,"Westmoreland County, PA",81.5
Pennsylvania,"Westmoreland County, PA",83.8
Pennsylvania,"Westmoreland County, PA",83.7
Pennsylvania,"Westmoreland County, PA",79.3
Pennsylvania,"Westmoreland County, PA",75.4
Pennsylvania,"Westmoreland County, PA",76.9
Pennsylvania,"Westmoreland County, PA",77.4
Pennsylvania,"Westmoreland County, PA",73.4
Pennsylvania,"Westmoreland County, PA",78.8
Pennsylvania,"Westmoreland County, PA",78.8
Pennsylvania,"Westmoreland County, PA",78.2
Pennsylvania,"Westmoreland County, PA",75.3
Pennsylvania,"Westmoreland County, PA",77.9
Pennsylvania,"Westmoreland County, PA",81.6
Pennsylvania,"Westmoreland County, PA",78.7
Pennsylvania,"Westmoreland County, PA",78.0
Pennsylvania,"Westmoreland County, PA",79.9
Pennsylvania,"Westmoreland County, PA",77.7
Pennsylvania,"Westmoreland County, PA",77.0
Pennsylvania,"Westmoreland County, PA",79.9
Pennsylvania,"Westmoreland County, PA",80.3
Pennsylvania,"Westmoreland County, PA",77.6
Pennsylvania,"Westmoreland County, PA",71.1
Pennsylvania,"Westmoreland County, PA",69.7
Pennsylvania,"Westmoreland County, PA",78.4
Pennsylvania,"Westmoreland County, PA",78.7
Pennsylvania,"Westmoreland County, PA",77.0
Pennsylvania,"Westmoreland County, PA",83.0
Pennsylvania,"Westmoreland County, PA",79.3
Pennsylvania,"Westmoreland County, PA",76.6
Pennsylvania,"Westmoreland County, PA",81.1
Pennsylvania,"Westmoreland County, PA",77.2
Pennsylvania,"Westmoreland County, PA",78.6
Pennsylvania,"Westmoreland County, PA",79.9
Pennsylvania,"Westmoreland County, PA",80.0
Pennsylvania,"Westmoreland County, PA",75.8
Pennsylvania,"Westmoreland County, PA",77.8
Pennsylvania,"Westmoreland County, PA",74.6
Pennsylvania,"Westmoreland County, PA",72.8
Pennsylvania,"Westmoreland County, PA",80.0
Pennsylvania,"Westmoreland County, PA",74.3
Pennsylvania,"Westmoreland County, PA",77.7
Pennsylvania,"Westmoreland County, PA",77.1
Pennsylvania,"Westmoreland County, PA",77.1
Pennsylvania,"Westmoreland County, PA",72.5
Pennsylvania,"Westmoreland County, PA",76.1
Pennsylvania,"Westmoreland County, PA",80.8
Pennsylvania,"Westmoreland County, PA",79.6
Pennsylvania,"Westmoreland County, PA",78.9
Pennsylvania,"Westmoreland County, PA",78.7
Pennsylvania,"Westmoreland County, PA",77.2
Pennsylvania,"Westmoreland County, PA",75.6
Pennsylvania,"Westmoreland County, PA",74.7
Pennsylvania,"Westmoreland County, PA",77.7
Pennsylvania,"Westmoreland County, PA",79.1
Pennsylvania,"Westmoreland County, PA",84.1
Pennsylvania,"Westmoreland County, PA",78.9
Pennsylvania,"Westmoreland County, PA",78.9
